,Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude,Address
350,Owl's Head Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.639297,-74.031998,"90, 68th Street, Bay Ridge, Brooklyn, Kings County, New York, 11220, United States"
351,Cedar Grove Beach Zone 2,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",,,,,,40.559615,-74.101569,"Cedar Grove Beach Place, New Dorp Beach, Staten Island, Richmond County, New York, 10306, United States"
352,Little Island,Park,Hudson River Park,Year Round,6am - 11pm,Fully Accessible,,,,,40.741724,-74.010743,"Little Island, South Bridge, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
353,"Bellerose Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/bellerose,40.735169,-73.717106,"Bellrose QPL, 250-06, Hillside Avenue, Queens, Village of Bellerose, New York, 11426, United States"
354,Holcombe Rucker Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.829191,-73.936172,"Greg Marius Court, West 156th Street, Harlem, Manhattan, New York County, New York, 10039, United States"
355,Parque De Los Ninos Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.827144,-73.873724,"Morrison Avenue & Watson Avenue, Morrison Avenue, Bronx County, The Bronx, New York, 10472, United States"
356,Greenwood Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.650466,-73.97658,"106, East 5th Street, Brooklyn, Kings County, New York, 11218, United States"
357,,,,,,,,,,,,,
358,Robert Moses Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.748089,-73.968696,"Queens-Midtown Tunnel, Beekman, Manhattan Community Board 6, Manhattan, New York County, New York, 11109, United States"
359,Belmont Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.850641,-73.887478,"690, East 182nd Street, Belmont, Bronx County, The Bronx, New York, 10457, United States"
360,Dinosaur Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.796672,-73.975168,"Dinosaur Playground, Henry Hudson Parkway, Bloomingdale, Upper West Side, Manhattan, New York County, New York, 10205, United States"
361,Shore Road Park Zone 4,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.611998,-74.035716,"9969, Shore Road, Brooklyn, Kings County, New York, 11209, United States"
362,Springfield Park North,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.663821,-73.759545,"FDNY E311, 145th Road, Laurelton, Queens, New York, 11413, United States"
363,Gravesend Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.623984,-73.984921,"5514, 19th Avenue, Parkville, Brooklyn, Kings County, New York, 11204, United States"
364,"Morris Park Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/morris-park,40.848037,-73.856959,"975, Morris Park Avenue, Morris Park, Bronx County, The Bronx, New York, 10462, United States"
365,Locust Point Marina,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.816569,-73.806112,"Locust Point Marina, Prentiss Avenue, Silver Beach, Bronx County, The Bronx, New York, 10465, United States"
366,Bleecker Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.736361,-74.005567,"Bleecker Playground, Bleecker Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States"
367,Raymond OConnor Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.771005,-73.779037,"Kennedy Playground, 33rd Avenue, Bayside, Queens, New York, 11361, United States"
368,"Rochdale Village Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/rochdale-village,40.672884,-73.770592,"169-09, 137th Avenue, Rochdale Village, Queens, New York, 11434, United States"
369,"High Bridge Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/high-bridge,40.837968,-73.923552,"High Bridge Library, 78, West 168th Street, High Bridge, Bronx County, The Bronx, New York, 10452, United States"
370,Abigail Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.817324,-73.904836,"730, Tinton Avenue, Bronx County, The Bronx, New York, 10455, United States"
371,Playground One Fifty Two CLII,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.827946,-73.939952,"214, Bradhurst Avenue, Harlem, Manhattan, New York County, New York, 10039, United States"
372,Park Of The Americas,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.748954,-73.861779,"103-02, 41st Avenue, Corona, Queens, New York, 11368, United States"
373,Captain Mario Fajardo Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.743495,-73.814815,"Basketball-05, Booth Memorial Avenue, Queens, New York, 11365, United States"
374,"Spuyten Duyvil Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/spuyten-duyvil,40.886294,-73.914652,"Spuyten Duyvil Library, 650, West 235th Street, Spuyten Duyvil, Bronx County, The Bronx, New York, 10463, United States"
375,805 Third Avenue POPS,Privately Owned Public Space,Cohen Brothers Real Estate Development Corporation,Year Round,Monday to Friday: 8:00 am-7:00 pm,Fully Accessible,Multi-Stall W/M Restrooms,No,,,40.755396,-73.970541,"Crystal Pavilion, 805, 3rd Avenue, Beekman, Manhattan Community Board 6, Manhattan, New York County, New York, 10035, United States"
376,Triassic Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.73001,-73.835105,"56, Meadow Lake Drive, Queens, New York, 11367, United States"
377,American Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.72874,-73.957634,"Franklin Street & Noble Street, Franklin Street, Brooklyn, Kings County, New York, 11222, United States"
378,Pierrepont Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.696354,-73.997607,"Pierrepont Playground, Brooklyn Heights Promenade, Dumbo, Brooklyn, Kings County, New York, 11201, United States"
379,Fort Washington Park Zone 4,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.868463,-73.93125,"320, Dyckman Street (pavement), Manhattan Community Board 12, Manhattan, New York County, New York, 10034, United States"
380,"Flatlands Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/flatlands,40.619776,-73.933215,"2065, Flatbush Avenue, Flatlands, Brooklyn, Kings County, New York, 11234, United States"
381,Captain William Harry Thompson Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.834327,-73.877894,"Captain William Harry Thompson Comfort Station, East 174th Street, West Farms, Bronx County, The Bronx, New York, 10460, United States"
382,Russell Sage Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.72396,-73.851646,"68th Avenue, Forest Hills, Queens County, New York, 11375, United States"
383,,,,,,,,,,,,,
384,City Line Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.67953,-73.876243,"28, Fountain Avenue, Brooklyn, Kings County, New York, 11208, United States"
385,Evergreen Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.697049,-73.896392,"60-12, Saint Felix Avenue, Glendale, Queens, New York, 11385, United States"
386,,,,,,,,,,,,,
387,"East Flatbush Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/east-flatbush,40.655719,-73.914942,"East Flatbush Branch Brooklyn Public Library, 9612, Church Avenue, Brooklyn Community District 17, Brooklyn, Kings County, New York, 11212, United States"
388,,,,,,,,,,,,,
389,Josephine Caminiti Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.743795,-73.861554,"102-02, Corona Avenue, Corona, Queens, New York, 11368, United States"
390,Dongan Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.582812,-74.089834,"Public School 52, 450, Buel Avenue, Dongan Hills, Staten Island, Richmond County, New York, 10305, United States"
391,Dr. Charles R. Drew Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.680215,-73.802383,"140-02, 116th Avenue, Cedar Manor Houses, Queens, New York, 11436, United States"
392,Gen. Douglas MacArthur Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.58593,-74.100791,"239, Jefferson Street, Dongan Hills, Staten Island, Richmond County, New York, 10306, United States"
393,Nautilus Playground,Park,NYC Parks,,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.684648,-73.770251,"Merrick Boulevard & Baisley Boulevard, Merrick Boulevard, Locust Manor, Queens, New York, 11422, United States"
394,,,,,,,,,,,,,
395,Bay Terrace Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.782441,-73.777276,"Bay Terrace Branch Queens Borough Public Library, 18-36, Bell Boulevard, Queens, New York, 11360, United States"
396,Scylla Playground,Park,NYC Parks,Year Round,"Fall, spring summer: 7am - 9pm. Winter: 7am - 5:30pm",Fully Accessible,,,,,40.783722,-73.926221,"11, Wards Meadow Loop, Manhattan Community Board 11, Manhattan, New York County, New York, 10035, United States"
397,61 West 62nd Street POPS,Privately Owned Public Space,Lincoln Center for the Performing Arts,Year Round,Monday to Friday: 8:00 am-10:00 pm; Saturday & Sunday: 9:00 am-10:00 pm,Fully Accessible,Single-Stall All Gender Restroom(s),Yes,Located within the David Rubenstein Atrium at Lincoln Center.,,40.771123,-73.982838,"The Harmony, 61, West 62nd Street, Manhattan Community Board 7, Manhattan, New York County, New York, 10023, United States"
398,"Glendale Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/glendale,40.702594,-73.875746,"78-60, 73rd Place, Queens, New York, 11385, United States"
399,Vleigh Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.729857,-73.816234,"150-56, 71st Avenue, Queens, New York, 11367, United States"
400,Russell Pedersen Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.62642,-74.03634,"8302, Colonial Road, Fort Hamilton, Brooklyn, Kings County, New York, 11209, United States"
401,,,,,,,,,,,,,
402,Angelo Campanaro Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.867904,-73.842368,"Eastchester Road, Bronx County, The Bronx, New York, 10469, United States"
403,Austin J. McDonald Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.629525,-74.115108,"785, Forest Avenue, Sunset Hill, Staten Island, Richmond County, New York, 10310, United States"
404,"96th Street Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/96th-street,40.785968,-73.951807,"96th Street Library, 112, East 96th Street, Manhattan Community Board 8, Manhattan, New York County, New York, 10128, United States"
405,Stanley Isaacs Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.782933,-73.944561,"Stanley Isaacs Playground, FDR Drive, Manhattan Community Board 8, Manhattan, New York County, New York, 10029, United States"
406,Fairview Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.531652,-74.232599,"Charleston Library, 225, Bricktown Way, Staten Island, Richmond County, New York, 10309, United States"
407,,,,,,,,,,,,,
408,"Peninsula Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/peninsula,40.585872,-73.816066,"Queens Library at Penninsula, 92-25, Rockaway Beach Boulevard, Rockaway Beach, Queens County, New York, 11693, United States"
409,,,,,,,,,,,,,
410,Beach 30th St. Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.592435,-73.76265,"Beach 30th Street, Wave Crest, Queens County, New York, 11691, United States"
411,,,,,,,,,,,,,
412,,,,,,,,,,,,,
413,Dry Harbor Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.70232,-73.868145,"Forest Park Greenway, Queens County, New York, 11421, United States"
414,"Broad Channel Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/broad-channel,40.60074,-73.820054,"Broad Channel, 16-26, Cross Bay Boulevard, Broad Channel, Queens, New York, 11693, United States"
415,Sgt. William Dougherty Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.723531,-73.936951,"46, Anthony Street, Brooklyn, Kings County, New York, 11222, United States"
416,Murray Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.747259,-73.948932,"Murray Park South, 45th Road, Long Island City, Queens, New York, 11101, United States"
417,"Pacific Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/pacific,40.683475,-73.978585,"Brooklyn Public Library, 25, 4th Avenue, Brooklyn, Kings County, New York, 11217, United States"
418,Hudson River Park Pier 25,Park,Hudson River Park,Year Round,7:30am - 11pm,Fully Accessible,,,,,40.719928,-74.012697,"227, West Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
419,Playground Of The Stars,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.8356,-73.899721,"Victory Garden, Crotona Park South, Charlotte Gardens, Bronx County, The Bronx, New York, 10459, United States"
420,Maria Hernandez Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.702998,-73.92404,"64, Irving Avenue, Brooklyn, Kings County, New York, 11237, United States"
421,,,,,,,,,,,,,
422,Real Good Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.735517,-73.857237,"99-01, 62nd Avenue, Rego Park, Queens, New York, 11374, United States"
