Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude
Vleigh Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.729857,-73.816234
Russell Pedersen Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.62642,-74.03634
,,,,,,,,,,,
Angelo Campanaro Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.867904,-73.842368
Austin J. McDonald Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.629525,-74.115108
"96th Street Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/96th-street,40.785968,-73.951807
Stanley Isaacs Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.782933,-73.944561
Fairview Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.531652,-74.232599
,,,,,,,,,,,
"Peninsula Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/peninsula,40.585872,-73.816066
,,,,,,,,,,,
Beach 30th St. Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.592435,-73.76265
,,,,,,,,,,,
,,,,,,,,,,,
Dry Harbor Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.70232,-73.868145
"Broad Channel Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/broad-channel,40.60074,-73.820054
Sgt. William Dougherty Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.723531,-73.936951
Murray Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.747259,-73.948932
"Pacific Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/pacific,40.683475,-73.978585
Hudson River Park Pier 25,Park,Hudson River Park,Year Round,7:30am - 11pm,Fully Accessible,,,,,40.719928,-74.012697
Playground Of The Stars,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.8356,-73.899721
Maria Hernandez Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.702998,-73.92404
,,,,,,,,,,,
Real Good Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.735517,-73.857237
Bloomingdale Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.535012,-74.208479
,,,,,,,,,,,
Evelyn's Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Single-Stall All Gender Restroom(s),,,,40.736309,-73.989588
Springfield Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.660826,-73.762342
136 St Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.78496,-73.832844
Commodore Barry Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.697584,-73.979251
P.O. Serrano Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.823482,-73.850522
Brower Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.673837,-73.943836
Alexander Hamilton Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.82296,-73.951098
Herman Dolgon Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.598167,-73.939561
Marble Hill Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.877693,-73.907905
Nostrand Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.638401,-73.947472
South Shore Restaurant,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.551624,-74.204853
Brady Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.851432,-73.868622
"Canarsie Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/canarsie,40.642217,-73.899526
Jackie Robinson Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.680231,-73.927297
Arrochar Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.597842,-74.071231
Hudson Beach Volleyball Courts & Café,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",,,,,,40.802584,-73.971885
Fordham Plaza APT,Public Plaza,NYC DOT/JCDecaux,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.860834,-73.891159
Coney Island Beach Zone 2b,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.574649,-73.964456
Francis Lewis Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.796267,-73.825668
Classic Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.783731,-73.986426
"Cortelyou Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),,,https://www.bklynlibrary.org/locations/cortelyou,40.640812,-73.965966
The Painter's Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.720419,-73.859666
,,,,,,,,,,,
Clove Lakes Rink,Park,NYC Parks Concessionaire,Seasonal,Concession Operating Hours,,,,,,40.615832,-74.1079
Moore Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.809697,-73.939156
550 Madison Avenue POPS,Privately Owned Public Space,550 Madison Property Management,Year Round,Everyday 7:00 am-11:00 pm,Fully Accessible,Multi-Stall W/M Restrooms,Yes,Restroom next to Black Box Coffee.,,40.76147,-73.973505
Torsney Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.747265,-73.922042
,,,,,,,,,,,
Penn Station LIRR Restroom,Transit,LIRR,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,,,MTA station with bathrooms located outside of fare gates and open to the wider public,https://new.mta.info/agency/new-york-city-transit/bathrooms,40.750588,-73.993581
Westbourne Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.608307,-73.764591
"Elmhurst Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/elmhurst,40.738563,-73.876823
Mill Pond Indoor Tennis,Park,NYC Parks Concessionaire,Year Round,Park Hours,,,,,,40.824175,-73.931564
Orchard Beach Snack Bars & Mobile Units,Park,NYC Parks Concessionaire,Year Round,"8am-4pm, Open later seasonally",,,,,,40.865136,-73.794799
Joseph Austin Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.715694,-73.801151
,,,,,,,,,,,
Brooklyn Bridge Park Pier 1,Park,Brooklyn Bridge Park,Year Round,6am-1am,Fully Accessible,,,,,40.70267,-73.99522
"Baychester Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/baychester,40.870762,-73.829317
"Homecrest Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/homecrest,40.595245,-73.960601
"New Utrecht Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/new-utrecht,40.608018,-74.003378
Spring Creek Park Zone 1,Park,NYC Parks,Seasonal,Open by permit,Fully Accessible,Multi-Stall W/M Restrooms,,,,40.649166,-73.873824
Wright Brothers Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.831692,-73.9416
"Sunnyside Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/sunnyside,40.740855,-73.921669
,,,,,,,,,,,
Gerard P. Dugan Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.561561,-74.111472
Sherman Creek,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.857796,-73.922035
"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:30 am - 8:00 pm 
Tuesday: 10:30 pm - 6:00 pm 
Wednesday: 10:30 pm - 6:00 pm 
Thursday: 10:30 am - 8:00 pm
Friday: 10:30 am - 6:00 pm 
Saturday: 10:30 am - 6:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in women's restroom only""",,https://www.nypl.org/locations/lpa,40.773515,-73.984548
Saratoga Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.68506,-73.919017
Bloomingdale Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.799368,-73.966214
Rose Hill Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.861725,-73.890761
Martin Luther King Jr. Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.667421,-73.890205
Slope Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.661302,-73.989333
"Van Cortlandt Mansion, Tennis Courts, Memorial Grove",Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.891109,-73.893936
"Woodstock Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/woodstock,40.820627,-73.904649
Lookout Hill,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.656907,-73.970375
,,,,,,,,,,,
El Shabazz Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.682689,-73.930705
Watson Gleason Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.829028,-73.869112
Frontera Park,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.724875,-73.895406
Cadman Plaza Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.698452,-73.990628
,,,,,,,,,,,
Eleanor Roosevelt Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.692747,-73.935804
Crotona Park Tennis House & Courts,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.840041,-73.895348
Baisley Pond Park Zone 3,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.67779,-73.784129
Seba Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.589633,-73.920992
Grand Central Parkway Gas,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.765016,-73.861689
Herald Square,Park,34th Street Partnership,Year Round,8am-9pm,Fully Accessible,Multi-Stall All Gender Restrooms,,,,40.750455,-73.987505
North Rochdale Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.680069,-73.775129
Bayside Fields,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.773053,-73.78496
"Starvos Niarchos Foundation Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 8:00 am - 9:00 pm 
Tuesday: 8:00 am - 9:00 pm 
Wednesday: 8:00 am - 9:00 pm 
Thursday: 8:00 am - 9:00 pm  
Friday: 8:00 am - 9:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/snfl,40.7519,-73.9817
Redfern Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.611049,-73.749098
"Kensington Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,The restrooms have a free feminine hygiene product dispenser.,https://www.bklynlibrary.org/locations/kensington,40.6313,-73.975437
"Howard Beach Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/Howard-Beach/,40.663819,-73.841804
Cypress Hills Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.670751,-73.871083
McKinley Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.724269,-73.985628
,,,,,,,,,,,
,,,,,,,,,,,
Bushwick Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.701712,-73.939483
Cherry Tree Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.787168,-73.947233
Hunters Point South,Park,Building management,Year Round,,Fully Accessible,Multi-Stall W/M Restrooms,,,,40.738411,-73.960924
Drew Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.832982,-73.903326
Van Cortlandt Pool,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.890661,-73.897424
"St. George Library Center, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm  
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/st-george-library-center,40.641808,-74.07668
Crotona Park Indoor Tennis,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.839595,-73.895042
Fermi Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.700313,-73.928534
,,,,,,,,,,,
"Edenwald Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/edenwald,40.888903,-73.840839
"St. Agnes Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 6:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/st-agnes,40.784843,-73.977454
Northern Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.756285,-73.874495
Castle Clinton National Monument,Park,The Battery Conservancy,Year Round,9am - 4:30pm,,,,,,40.703407,-74.016429
Louis Pasteur Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.761764,-73.735398
Carver Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.680447,-73.920513
"Corona Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/corona,40.750902,-73.861978
Soundview Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.818019,-73.870393
